Species;Continent;Realm;BibliographicReference;ReferenceYear
Helcystogramma convolvuli;Asia;Oriental;Bippus, M. (2020). Records of Lepidoptera from the Malagasy region with description of new species (Lepidoptera: Tortricidae, Noctuidae, Alucitidae, Choreutidae, Euteliidae, Gelechiidae, Blastobasidae, Pterophoridae, Tonzidae, Tineidae, Praydidae, Cosmopterigidae, Batrachedridae). Phelsuma. 28(2020): 60-100;2020.0
Heliconius erato;North America;Nearctic;Jiggins, C. et al. (1996). What can hybrid zones tell us about speciation? The case of Heliconius erato and H. himera (Lepidoptera: Nymphalidae). Biological Journal of the Linnean Society. 59(3): 221-242;1996.0
Heliconius erato;South America;Neotropical;Jiggins, C. et al. (1996). What can hybrid zones tell us about speciation? The case of Heliconius erato and H. himera (Lepidoptera: Nymphalidae). Biological Journal of the Linnean Society. 59(3): 221-242;1996.0
Heliconius erato;South America;Neotropical;Brower, A. (1994). Rapid morphological radiation and convergence among races of the butterfly Heliconius erato inferred from patterns of mitochondrial DNA evolution. PNAS. 91(14): 6491-6495;1994.0
Heliconius erato;North America;Panamanian;Brower, A. (1994). Rapid morphological radiation and convergence among races of the butterfly Heliconius erato inferred from patterns of mitochondrial DNA evolution. PNAS. 91(14): 6491-6495;1994.0
Heliconius erato;South America;Panamanian;Brower, A. (1994). Rapid morphological radiation and convergence among races of the butterfly Heliconius erato inferred from patterns of mitochondrial DNA evolution. PNAS. 91(14): 6491-6495;1994.0
Heliconius erato;North America;Panamanian;Jiggins, C. et al. (1996). What can hybrid zones tell us about speciation? The case of Heliconius erato and H. himera (Lepidoptera: Nymphalidae). Biological Journal of the Linnean Society. 59(3): 221-242;1996.0
Heliconius erato;South America;Panamanian;Jiggins, C. et al. (1996). What can hybrid zones tell us about speciation? The case of Heliconius erato and H. himera (Lepidoptera: Nymphalidae). Biological Journal of the Linnean Society. 59(3): 221-242;1996.0
Helicoverpa armigera;Africa;Afrotropical;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Australia;Australian;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Oceania;Australian;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Africa;Madagascan;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Oceania;Oceanian;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Asia;Oriental;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Asia;Palearctic;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Europe;Palearctic;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Africa;Saharo-Arabian;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Asia;Saharo-Arabian;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Asia;Sino-Japanese;Tay, W. et al. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302;2017.0
Helicoverpa armigera;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa armigera;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa armigera;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa armigera;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa assulta;Africa;Afrotropical;Cork, A. et al. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418;1992.0
Helicoverpa assulta;Australia;Australian;Cork, A. et al. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418;1992.0
Helicoverpa assulta;Asia;Oriental;Cork, A. et al. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418;1992.0
Helicoverpa assulta;Asia;Palearctic;Cork, A. et al. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418;1992.0
Helicoverpa assulta;Asia;Sino-Japanese;Cork, A. et al. (1992). Female sex pheromone of oriental tobacco budworm, Helicoverpa assulta (Guenee)(Lepidoptera: Noctuidae): Identification and field testing. Journal of Chemical Ecology. 18: 403-418;1992.0
Helicoverpa assulta;Africa;Afrotropical;Edde, P. (2022). Arthropod pests of tobacco (Nicotiana tabacum L.). In: Edde, P. (2022). Field crop arthropod pests of economic importance. 2-73;2022.0
Helicoverpa assulta;Asia;Oriental;Edde, P. (2022). Arthropod pests of tobacco (Nicotiana tabacum L.). In: Edde, P. (2022). Field crop arthropod pests of economic importance. 2-73;2022.0
Helicoverpa assulta;Australia;Australian;Edde, P. (2022). Arthropod pests of tobacco (Nicotiana tabacum L.). In: Edde, P. (2022). Field crop arthropod pests of economic importance. 2-73;2022.0
Helicoverpa assulta;Oceania;Oceanian;Edde, P. (2022). Arthropod pests of tobacco (Nicotiana tabacum L.). In: Edde, P. (2022). Field crop arthropod pests of economic importance. 2-73;2022.0
Helicoverpa assulta;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa assulta;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa assulta;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa assulta;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Borbo cinnara;Asia;Oriental;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam.;2024.0
Borbo cinnara;Asia;Oceanian;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam.;2024.0
Leptosia nina;Asia;Oriental;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam.;2024.0
Helicoverpa titicacae;South America;Neotropical;Santander, F. et al. (2020). Primer registro de Helicoperva titicacae (Hardwick)(Lepidoptera: Noctuidae) en Chile. Revista Chilena de Entomologia. 46(1): 121-124;2020.0
Helicoverpa titicacae;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Helicoverpa zea;North America;Nearctic;Zhao, H. et al. (2020). Climate Change Increases the Expansion Risk of Helicoverpa zea in China According to Potential Geographical Distribution Estimation. Insects. 13: 79;2020.0
Helicoverpa zea;South America;Neotropical;Zhao, H. et al. (2020). Climate Change Increases the Expansion Risk of Helicoverpa zea in China According to Potential Geographical Distribution Estimation. Insects. 13: 79;2020.0
Helicoverpa zea;South America;Panamanian;Zhao, H. et al. (2020). Climate Change Increases the Expansion Risk of Helicoverpa zea in China According to Potential Geographical Distribution Estimation. Insects. 13: 79;2020.0
Helicoverpa zea;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Heliozela catoptrias;Australia;Australian;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Heliozela catoptrias;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Leptosia nina;Asia;Sino-Japanese;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam.;2024.0
Hellinsia balanotes;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellinsia balanotes;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellinsia beneficus;North America;Nearctic;Yano, K., Heppner, J. (1983). Description of Hamakua pamakani plume moth from Hawaii (Lepidoptera: Pterophoridae). Proceedings of the Hawaiian Entomological Society. 24(2): 335-341;1983.0
Hellinsia beneficus;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula phidilealis;South America;Neotropical;Holtz, A. et al. (2015). Pragas das brassicas. Instituto Federal de Ensino, Ciencia e Tecnologia do Espirito Santo (IFES);2015.0
Hellula phidilealis;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula undalis;Africa;Afrotropical;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Asia;Oriental;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Asia;Palearctic;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Europe;Palearctic;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Africa;Saharo-Arabian;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Asia;Sino-Japanese;Ebenebe, A. et al. (2011). The cabbage webworm (Hellula undalis) on tickweed (Cleome viscosa) in Samoa. The South Pacific Journal of Natural and Applied Sciences. 29(1): 1-6;2011.0
Hellula undalis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hellula undalis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hemiargus ceraunus;North America;Nearctic;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS. 2009(2);2009.0
Hemiargus ceraunus;South America;Neotropical;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS. 2009(2);2009.0
Hemiargus ceraunus;North America;Panamanian;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS. 2009(2);2009.0
Hemiargus ceraunus;South America;Panamanian;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS. 2009(2);2009.0
Hemiargus ramon;South America;Neotropical;Roque Albelo, L. et al. (1997). Hemiargus ramon (Dognin, 1887) (Lycaenidae: Polyommatinae) A new resident butterfly of the Galapagos Islands. Noticias de Galapagos. 58: 29;1997.0
Hemiargus ramon;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hemithea aestivaria;Asia;Palearctic;Doganlar, M., Beirne, B. (1979). Hemithea aestivaria, a geometrid new to North America, established in British Columbia (Lepidoptera: Geometridae: Geometrinae). The Canadian Entomologist. 111(10): 1121-1121;1979.0
Hemithea aestivaria;Europe;Palearctic;Doganlar, M., Beirne, B. (1979). Hemithea aestivaria, a geometrid new to North America, established in British Columbia (Lepidoptera: Geometridae: Geometrinae). The Canadian Entomologist. 111(10): 1121-1121;1979.0
Hemithea aestivaria;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Heringocrania unimaculella;Europe;Palearctic;Davis, D. (1978). A revision of the North American moths of the superfamily Eriocranioidea with the proposal of a new family, Acanthopteroctetidae (Lepidoptera). Smithsonian Contributions to Zoology. 251;1978.0
Herpetogramma basalis;Africa;Afrotropical;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Herpetogramma basalis;Africa;Madagascan;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Herpetogramma basalis;Asia;Oriental;Poltavsky, A. et al. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69;2018.0
Herpetogramma bipunctalis;North America;Nearctic;Handfield, L., Handfield, D. (2021). A revision of the Canadian species of the Genus Herpetogramma Lederer, 1863 (Lepidoptera: Crambidae: Spilomelinae: Herpetogrammatini), with descriptions of three new species. Bonn Zoological Bulletin. 70(1): 173-199;2021.0
Herpetogramma bipunctalis;South America;Neotropical;Diez-Rodriguez, G. et al. (2013). Herpetogramma bipunctalis (Lepidoptera: Crambidae) biology and techniques for rearing on leaves of the blackberry (Rubus spp., Rosaceae). Brazilian Journal of Biology. 73: 179-184;2013.0
Herpetogramma bipunctalis;North America;Panamanian;Diez-Rodriguez, G. et al. (2013). Herpetogramma bipunctalis (Lepidoptera: Crambidae) biology and techniques for rearing on leaves of the blackberry (Rubus spp., Rosaceae). Brazilian Journal of Biology. 73: 179-184;2013.0
Herpetogramma bipunctalis;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Herpetogramma licarsisalis;Australia;Australian;Tashiro, H. (1976). Biology of the grass webworm, Herpetogramma licarsisalis (Lepidoptera: Pyraustidae) in Hawaii. Annals of the Entomological Society of America. 69(5): 797-803;1976.0
Herpetogramma licarsisalis;North America;Nearctic;Tashiro, H. (1976). Biology of the grass webworm, Herpetogramma licarsisalis (Lepidoptera: Pyraustidae) in Hawaii. Annals of the Entomological Society of America. 69(5): 797-803;1976.0
