Reference;Title;CrossRef
"Halloran, K. and Wason, E. (2013). ""Papilio polytes"" (On-line), Animal Diversity Web. University of Michigan. Michigan, United States of America. Available at: https://animaldiversity.org/accounts/Papilio_polytes/";Papilio polytes (On-line), Animal Diversity Web;, . (2019). Papilio polytes (common mormon). CABI Compendium, , 
Yamazaki, K., Kitamoto, T., Yariyama, Y. and Sugiura, S. (2007). An analysis of spatial distribution in the exotic slug caterpillar Parasa lepida (Cramer)(Lepidoptera: Limacodidae) at an urban coastal site in central Japan. The Pan-Pacific Entomologist. 83(3): 193-199;An analysis of spatial distribution in the exotic slug caterpillar Parasa lepida (Cramer)(Lepidoptera Limacodidae) at an urban coastal site in central Japan;Yamazaki, K., Kitamoto, T., Yariyama, Y., Sugiura, S. (2007). An analysis of spatial distribution in the exotic slug caterpillar Parasa lepida (Cramer) (Lepidoptera Limacodidae) at an urban coastal site in central Japan. The Pan-Pacific Entomologist, 83, 193-199
Boughton, A. and Pemberton, R. (2012). Biology and reproductive parameters of the brown lygodium moth, Neomusotima conspurcatalis-A new biological control agent of Old World climbing fern in Florida. Environmental entomology. 41(2): 308-316;Biology and reproductive parameters of the brown lygodium moth, Neomusotima conspurcatalis-A new biological control agent of Old World climbing fern in Florida;
Jeong, J., Kim, M., Kim, S., Choi, S. and Kim, I. (2018). DNA data and morphology suggest an occurrence of Dendrolimus sibiricus Tschetverikov, 1908 (Lepidoptera: Lasiocampidae) instead of D. superans Butler, 1877, in South Korea. Entomological Research. 48(2): 108-121;DNA data and morphology suggest an occurrence of Dendrolimus sibiricus Tschetverikov, 1908 (Lepidoptera Lasiocampidae) instead of D. superans Butler, 1877, in South Korea;Jeong, J., Kim, M., Kim, S., Choi, S., Kim, I. (2018). DNA data and morphology suggest an occurrence of iDendrolimus sibiricusi Tschetverikov, 1908 (Lepidoptera Lasiocampidae) instead of iD. superansi Butler, 1877, in South Korea. Entomological Research, 48, 108-121
Flo, D., Rafoss, T., Wendell, M. and Sundheim, L. (2020). The Siberian moth (Dendrolimus sibiricus), a pest risk assessment for Norway. Forest Ecosystems. 7: 1-11;The Siberian moth (Dendrolimus sibiricus), a pest risk assessment for Norway;Fl, D., Rafoss, T., Wendell, M., Sundheim, L. (2020). The Siberian moth (Dendrolimus sibiricus), a pest risk assessment for Norway. Forest Ecosystems, 7, 
Park, K. and Kim, S. (2017). Faunistic data of micromoths (Lepidoptera) in North Korea. Journal of Asia-Pacific Biodiversity. 10(1): 73-80;Faunistic data of micromoths (Lepidoptera) in North Korea;Park, K., Kim, S. (2017). Faunistic data of micromoths (Lepidoptera) in North Korea. Journal of Asia-Pacific Biodiversity, 10, 73-80
Kravchenko, V., Fibiger, M., Mooser, J., Junnila, A. and Muller, G. C. (2007). The Hadeninae of Israel (Lepidoptera: Noctuidae). SHILAP Revista de lepidopterologia. 35(140): 441-454;The Hadeninae of Israel (Lepidoptera Noctuidae);Lima, A. (1951). Sbre o macho de Eriopyga lamptera (Lepidoptera, Noctuidae, Hadeninae). Memrias do Instituto Oswaldo Cruz, 49, 595-597
Gentry, J. (1965). Crop insects of northeast Africa-southwest Asia (No. 273). Agricultural Research Service, US Department of Agriculture.;Crop insects of northeast Africa-southwest Asia (No. 273);El Shazly, E. (1980). Correlation and evolution of the Precambrian in Northeast Africa and Southwest Asia. Earth-Science Reviews, 16, 303-312
Hosking, G., Clearwater, J., Handiside, J., Kay, M., Ray, J. and Simmons, N. (2003) Tussock moth eradication - a success story from New Zealand, International Journal of Pest Management. 49(1): 17-24;;
Hashimoto, K. and Ohgushi, T. (2017). How do two specialist butterflies determine growth and biomass of a shared host plant? Population Ecology. 59: 17–27;How do two specialist butterflies determine growth and biomass of a shared host plant Population Ecology. 59 1727;Hashimoto, K., Ohgushi, T. (2016). How do two specialist butterflies determine growth and biomass of a shared host plant. Population Ecology, 59, 17-27
Yoshimatsu, S., Miyara, A., Arakaki, N. and Kawasaki, K. (1993). Occurrence of Chlumetia brevisigna HOLLOWAY (Lepidoptera: Noctuidae) on Mango in Japan. Applied entomology and zoology. 28(3): 401-403;Occurrence of Chlumetia brevisigna HOLLOWAY (Lepidoptera Noctuidae) on Mango in Japan;Yoshimatsu, S., Miyara, A., Arakaki, N., Kawasaki, K. (1993). Occurrence of Chlumetia brevisigna HOLLOWAY(LepidopteraNoctuidae)on Mango in Japan. Applied Entomology and Zoology, 28, 401-403
Bradley, J. (1986). Identity of the South-East Asian cocoa moth, Conopomorpha cramerella (Snellen)(Lepidoptera: Gracillariidae), with descriptions of three allied new species. Bulletin of Entomological Research. 76(1): 41-51;Identity of the South-East Asian cocoa moth, Conopomorpha cramerella (Snellen)(Lepidoptera Gracillariidae), with descriptions of three allied new species;Bradley, J. (1986). Identity of the South-East Asian cocoa moth, iConopomorpha cramerellai (Snellen) (Lepidoptera Gracillariidae), with descriptions of three allied new species. Bulletin of Entomological Research, 76, 41-51
Marianelli, L., Iovinella, I., Strangi, A., Madonni, L., Efetov, K., Tarmann, G., ... and Roversi, P. (2020). First record of the pest Artona (Fuscartona) martini Efetov, 1997 (Lepidoptera Zygaenidae Procridinae Artonini) in European territory. Redia: Journal of Zoology/Giornale di Zoologia. 103: 3-7;First record of the pest Artona (Fuscartona) martini Efetov, 1997 (Lepidoptera Zygaenidae Procridinae Artonini) in European territory;Marianelli, L., Iovinella, I., Strangi, A., Madonni, L., Efetov, K., Tarmann, G., Raiola, V., Baruzzo, F., Peverieri Sabbatini, G., Roversi, P. (2020). FIRST RECORD OF THE PEST ARTONA (FUSCARTONA) MARTINI EFETOV, 1997 (LEPIDOPTERA ZYGAENIDAE PROCRIDINAE ARTONINI)IN EUROPEAN TERRITORY. Redia, 103, 3-7
Wei, X., Wan, J. and Du, X. (2018). Fauna of Spilomelinae from Wuzhi Mountain Nature Reserve, Hainan Island, China (Lepidoptera: Pyraloidea, Crambidae). SHILAP Revista de lepidopterologia. 46(181): 19-26;Fauna of Spilomelinae from Wuzhi Mountain Nature Reserve, Hainan Island, China (Lepidoptera Pyraloidea, Crambidae);Wei, X., Wan, J., Du, X. (2018). Fauna of Spilomelinae from Wuzhi Mountain Nature Reserve, Hainan Island, China (Lepidoptera Pyraloidea, Crambidae). SHILAP Revista de lepidopterologa, 46, 19-26
Kendrick, R. (2005). Kadoorie Farm and Botanic Garden 2005 Fauna Checklist. RIB International Ltd., Kowloon Bay, Hong Kong;Kadoorie Farm and Botanic Garden 2005 Fauna Checklist;Knott, D. (2007). Botanic Garden Profile Dawyck Botanic Garden. Sibbaldia the International Journal of Botanic Garden Horticulture, , 15-23
Sun, Y. and Li, H. (2013). Cochylis Treitschke in China: one new species and five new records (Lepidoptera, Tortricidae, Cochylini). ZooKeys. 258: 85–96;Cochylis Treitschke in China one new species and five new records (Lepidoptera, Tortricidae, Cochylini);Li, H., Sun, Y. (2013). Cochylis Treitschke in China one new species and five new records (Lepidoptera, Tortricidae, Cochylini). ZooKeys, 258, 85-96
Li, W., Zhang, Z., Lin, L. and Terenius, O. (2017). Antheraea pernyi (Lepidoptera: Saturniidae) and its importance in sericulture, food consumption, and traditional Chinese medicine. Journal of economic entomology, 110(4): 1404-141;Antheraea pernyi (Lepidoptera Saturniidae) and its importance in sericulture, food consumption, and traditional Chinese medicine;Li, W., Zhang, Z., Lin, L., Terenius, O. (2017). Antheraea pernyi (Lepidoptera Saturniidae) and Its Importance in Sericulture, Food Consumption, and Traditional Chinese Medicine. Journal of Economic Entomology, 110, 1404-1411
Nahirnic, A. and Stoyan, B. (2015). The first report of Japanese oak silkmoth Antheraea yamamai (Guerin-Meneville, 1861)(Lepidoptera: Saturniidae) in Montenegro. ZooNotes. 82: 1-4;The first report of Japanese oak silkmoth Antheraea yamamai (Guerin-Meneville, 1861)(Lepidoptera Saturniidae) in Montenegro;Kim, S., Kim, M., Hong, M., Kim, K., Kang, P., Hwang, J., Han, Y., Jin, B., Kim, I. (2008). The complete mitogenome sequence of the Japanese oak silkmoth, Antheraea yamamai (Lepidoptera Saturniidae). Molecular Biology Reports, 36, 1871-1880
Dai, L., Zhou, X., Kausar, S., Abbas, M., Wu, L. and Zhou, H. (2018). Mitochondrial genome of Diaphania indica (saunders)(Lepidoptera: Pyraloidea) and implications for its phylogeny. International Journal of Biological Macromolecules. 108: 981-989;Mitochondrial genome of Diaphania indica (saunders)(Lepidoptera Pyraloidea) and implications for its phylogeny;Dai, L., Zhou, X., Kausar, S., Abbas, M., Wu, L., Zhou, H. (2018). Mitochondrial genome of Diaphania indica(saunders) (Lepidoptera Pyraloidea) and implications for its phylogeny. International Journal of Biological Macromolecules, 108, 981-989
Shibasaki, H., Yamamoto, M., Yan, Q., Naka, H., Suzuki, T. and Ando, T. (2013). Identification of the sex pheromone secreted by a nettle moth, Monema flavescens, using gas chromatography/Fourier transform infrared spectroscopy. Journal of chemical ecology. 39: 350-357;Identification of the sex pheromone secreted by a nettle moth, Monema flavescens, using gas chromatographyFourier transform infrared spectroscopy;Shibasaki, H., Yamamoto, M., Yan, Q., Naka, H., Suzuki, T., Ando, T. (2013). Identification of the Sex Pheromone Secreted by a Nettle Moth, Monema flavescens, Using Gas ChromatographyFourier Transform Infrared Spectroscopy. Journal of Chemical Ecology, 39, 350-357
Tabell, J., Kullberg, J., Mutanen, M., Tokar, Z. and Sihvonen, P. (2023). New and little known Coleophora Hubner, 1822 species from Morocco. Part I.(Lepidoptera, Coleophoridae). Zootaxa 5374 (2): 151–195;New and little known Coleophora Hubner, 1822 species from Morocco;Tabell, J., Kullberg, J., Mutanen, M., Tokr, Z., Sihvonen, P. (2023). New and little known Coleophora Hbner, 1822 species from Morocco. Part I. (Lepidoptera, Coleophoridae). Zootaxa, 5374, 151-195
Powell, N. (2007). First report of the Palearctic species Cydia coniferana (Tortricidae) in the western United States. Journal of the Lepidopterists Society. 61(3): 172-175;First report of the Palearctic species Cydia coniferana (Tortricidae) in the western United States;, . (2019). Cydia coniferana. CABI Compendium, , 
Bong-Kyu, B., Cheng-de, L. and Li-zhi, Z. (2004). Cymolomia hartigiana (Saxesen, 1840)(Lepidoptera: Tortricidae) attacking to Abies nephrolepis max. new to Daxinganling, Heilongjiang, China. Journal of Forestry Research. 15(1): 67-68;Cymolomia hartigiana (Saxesen, 1840)(Lepidoptera Tortricidae) attacking to Abies nephrolepis max. new to Daxinganling, Heilongjiang, China;Bong-Kyu, B., Cheng-De, L., Li-Zhi, Z. (2004). Cymolomia hartigiana (Saxesen, 1840) (Lepidoptera Tortricidae) attacking toAbies nephrolepis max. new to Daxinganling, Heilongjiang, China. Journal of Forestry Research, 15, 67-68
Landry, J., Nazari, V., Dewaard, J. , Mutanen, M., Lopez-Vaamonde, C., Huemer, P. and Hebert, P. (2013). Shared but overlooked: 30 species of Holarctic Microlepidoptera revealed by DNA barcodes and morphology. Zootaxa. 3749(1): 1-93;Shared but overlooked 30 species of Holarctic Microlepidoptera revealed by DNA barcodes and morphology.Zootaxa.3749(1) 1-93;Landry, J., Nazari, V., Dewaard, J., Mutanen, M., Lopez-Vaamonde, C., Huemer, P., Hebert, P. (2013). Shared but overlooked 30 species of Holarctic Microlepidoptera revealed by DNA barcodes and morphology. Zootaxa, 3749, 
Yang, Z. and Landry, J.-F. (2019). Allopatric separation represents an overlooked cryptic species in the Anania hortulata species complex (Lepidoptera: Crambidae: Pyraustinae): congruence between genetic and morphological evidence. The Canadian Entomologist. 00: 1-24;Allopatric separation represents an overlooked cryptic species in the Anania hortulata species complex (Lepidoptera Crambidae Pyraustinae) congruence between genetic and morphological evidence;Yang, Z., Landry, J. (2019). Allopatric separation represents an overlooked cryptic species in the iAnania hortulatai species complex (Lepidoptera Crambidae Pyraustinae) congruence between genetic and morphological evidence. The Canadian Entomologist, 151, 163-186
Byun, B., Lee, B., Bae, K. and Lee, K. (2012). A review of the genus Grapholita (Lepidoptera, Tortricidae) in North Korea. Animal Systematics, Evolution and Diversity. 28(4): 291-296;A review of the genus Grapholita (Lepidoptera, Tortricidae) in North Korea;Byun, B., Lee, B., Bae, K., Lee, K. (2012). A Review of the Genus Grapholita (Lepidoptera, Tortricidae) in North Korea. Animal Systematics, Evolution and Diversity, 28, 291-296
Mey, W. (2022). Taxonomic notes on Palearctic taxa of Galacticidae, a little-known family of Lepidoptera (Galacticoidea). Nota Lepidopterologica. 45: 169-190;Taxonomic notes on Palearctic taxa of Galacticidae, a little-known family of Lepidoptera (Galacticoidea);Mey, W. (2022). Taxonomic notes on Palearctic taxa of Galacticidae, a little-known family of Lepidoptera (Galacticoidea). Nota Lepidopterologica, 45, 169-190
Kumata, T. (1956). A revision of the Japanese species of the genus Leucoma Stephens (Lepidoptera, Lymantriidae). Insecta matsumurana. 20(3): 107-113;A revision of the Japanese species of the genus Leucoma Stephens (Lepidoptera, Lymantriidae);Brookes, K. (1972). A revision of the genus Naroma (Lepidoptera Lymantriidae). Journal of Entomology Series B, Taxonomy, 41, 163-174
Byun, B., Lee, B., Bae, K. and Choi, J. (2013). Two unrecorded species of Tortricidae (Lepidoptera) from North Korea, with notes on collection localities of North Korean Tortricids deposited at the Hungarian Natural History Museum. Korean journal of applied entomology. 52(1): 53-59;Two unrecorded species of Tortricidae (Lepidoptera) from North Korea, with notes on collection localities of North Korean Tortricids deposited at the Hungarian Natural History Museum;Byun, B., Lee, B., Bae, K., Choi, J. (2013). Two Unrecorded Species of Tortricidae (Lepidoptera) from North Korea, with Notes on Collection Localities of North Korean Tortricids Deposited at the Hungarian Natural History Museum. Korean journal of applied entomology, 52, 53-59
Mutuura, A. (1980). Two Pandemis species introduced into British Columbia, with a comparison of native North American species (Lepidoptera: Tortricidae). The Canadian Entomologist. 112(6): 549-554;Two Pandemis species introduced into British Columbia, with a comparison of native North American species (Lepidoptera Tortricidae);Mutuura, A. (1980). TWO iPANDEMISi SPECIES INTRODUCED INTO BRITISH COLUMBIA, WITH A COMPARISON OF NATIVE NORTH AMERICAN SPECIES (LEPIDOPTERA TORTRICIDAE). The Canadian Entomologist, 112, 549-554
Wu, L., Lees, D. and Hsu, Y. (2009). Tracing the origin of Chilades pandava (Lepidoptera, Lycaenidae) found at Kinmen Island using mitochondrial COI and COII Genes. BioFormosa. 44(2): 61-68;Tracing the origin of Chilades pandava (Lepidoptera, Lycaenidae) found at Kinmen Island using mitochondrial COI and COII Genes;Ravuiwasa, K., Tan, C., Hwang, S. (2011). Temperature-Dependent Demography of Chilades pandava peripatria (Lepidoptera Lycaenidae). Journal of Economic Entomology, 104, 1525-1533
Lee, T., Ko, J., Lee, D., Kim, H., Cha, Y., Bayarsaikhan, U., ... and Bae, Y. (2019). Two species of Pyraustine moths new to Korea (Lepidoptera: Crambidae). Journal of Asia-Pacific Biodiversity. 12(1): 79-82;Two species of Pyraustine moths new to Korea (Lepidoptera Crambidae);Lee, T., Ko, J., Lee, D., Kim, H., Cha, Y., Bayarsaikhan, U., Na, S., Shin, Y., Park, B., Bae, Y. (2019). Two species of Pyraustine moths new to Korea (Lepidoptera Crambidae). Journal of Asia-Pacific Biodiversity, 12, 79-82
