;Species;Continent;Realm;Cosmopolitan;Reference Year;Reference;AcceptedSpecies
518;Enarmonia formosana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
519;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
520;Leucoptera malifoliella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
521;Leucoptera malifoliella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
522;Archips xylosteanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
523;Argyresthia pruniella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
524;Enarmonia formosana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
525;Gypsonoma aceriana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
526;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
527;Thaumatotibia leucotreta;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumatotibia leucotreta
528;Chrysodeixis chalcites;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
529;Archips xylosteanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
530;Gypsonoma aceriana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
531;Chrysodeixis chalcites;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
532;Papilio demodocus;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
533;Papilio demodocus;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
534;Thaumatotibia leucotreta;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumatotibia leucotreta
535;Chrysodeixis chalcites;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
536;Papilio demodocus;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
537;Hypsipyla grandella;North America;Panamanian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Hypsipyla grandella
538;Papilio demodocus;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
539;Enarmonia formosana;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
540;Thaumatotibia leucotreta;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumatotibia leucotreta
541;Papilio demodocus;Asia;Saharo-Arabian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
542;Papilio demodocus;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
543;Thaumatotibia leucotreta;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumatotibia leucotreta
544;Chrysodeixis chalcites;Africa;Afrotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
545;Gypsonoma aceriana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
546;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
547;Leucoptera malifoliella;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
548;Lymantria monacha;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
549;Archips xylosteanus;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
550;Argyresthia pruniella;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
551;Lymantria monacha;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
552;Lymantria monacha;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
553;Archips xylosteanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
554;Phyllonorycter issikii;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Phyllonorycter issikii
555;Argyresthia pruniella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
556;Enarmonia formosana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
557;Lymantria monacha;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
558;Argyresthia pruniella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
559;Enarmonia formosana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
560;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
561;Archips fuscocupreanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips fuscocupreanus
562;Leucoptera malifoliella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
563;Mythimna unipuncta;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Mythimna unipuncta
564;Hypsipyla grandella;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Hypsipyla grandella
565;Cactoblastis cactorum;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Cactoblastis cactorum
566;Paysandisia archon;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Paysandisia archon
567;Chrysodeixis chalcites;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
568;Leucoptera malifoliella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
569;Lymantria monacha;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
570;Archips xylosteanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
571;Argyresthia pruniella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
572;Duponchelia fovealis;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Duponchelia fovealis
573;Gypsonoma aceriana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
574;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
575;Archips fuscocupreanus;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips fuscocupreanus
576;Lymantria monacha;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
577;Chilo suppressalis;Asia;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chilo suppressalis
578;Mythimna unipuncta;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Mythimna unipuncta
579;Chrysodeixis chalcites;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
580;Thaumetopoea pityocampa;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumetopoea pityocampa
581;Lymantria monacha;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Lymantria monacha
582;Archips xylosteanus;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
583;Argyresthia pruniella;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
584;Enarmonia formosana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
585;Gypsonoma aceriana;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
586;Dendrolimus pini;Europe;Palearctic;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
587;Mythimna unipuncta;North America;Panamanian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Mythimna unipuncta
588;Hypsipyla grandella;North America;Panamanian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Hypsipyla grandella
589;Hypsipyla grandella;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Hypsipyla grandella
590;Crocidosema aporema;South America;Neotropical;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Crocidosema aporema
591;Erionota torus;Asia;Oriental;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Erionota torus
592;Chilo suppressalis;Asia;Oriental;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chilo suppressalis
593;Conopomorpha litchiella;Asia;Oriental;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Conopomorpha litchiella
594;Papilio demodocus;Asia;Saharo-Arabian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
595;Cryptoblabes gnidiella;Asia;Saharo-Arabian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Cryptoblabes gnidiella
596;Cryptoblabes gnidiella;Asia;Oriental;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Cryptoblabes gnidiella
597;Chilo suppressalis;Asia;Saharo-Arabian;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chilo suppressalis
598;Chilo suppressalis;Asia;Oriental;0;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chilo suppressalis
