Species,Area,Cryptogenic,Introduced,Dispersal,Established,Eradicated,Intentional_Release,Year,Reference Year,Reference
Phthorimaea absoluta,Kenya,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Lesotho,,1.0,,1.0,0.0,,2018.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Libya,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Malawi,,1.0,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Morocco,,1.0,,1.0,0.0,,2008.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Mozambique,,1.0,,1.0,0.0,,2017.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Niger,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Nigeria,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Rwanda,,1.0,,1.0,0.0,,2015.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Senegal,,1.0,,1.0,0.0,,2013.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Seychelles,,1.0,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,South Africa,,,,1.0,0.0,,2016.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Sudan,,1.0,,1.0,0.0,,2010.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Tanzania,,1.0,,1.0,0.0,,2014.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Togo,,1.0,,1.0,0.0,,2018.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Tunisia,,1.0,,1.0,0.0,,2008.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Uganda,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Zambia,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Zimbabwe,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Afghanistan,,1.0,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Bahrain,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Bangladesh,,1.0,,1.0,0.0,,2016.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,China,,1.0,,1.0,0.0,,2017.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Georgia,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Iran,,1.0,,1.0,0.0,,2010.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Iraq,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Israel,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Jordan,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Kuwait,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Kyrgyzstan,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Lebanon,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Nepal,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Pakistan,,1.0,,1.0,0.0,,2020.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Qatar,,1.0,,1.0,0.0,,2011.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Saudi Arabia,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Syria,,1.0,,1.0,0.0,,2010.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Tajikistan,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Turkey,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Turkmenistan,,1.0,,1.0,0.0,,2015.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,United Arab Emirates,,1.0,,1.0,0.0,,2012.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Uzbekistan,,1.0,,1.0,0.0,,2016.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Yemen,,1.0,,1.0,0.0,,2013.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Albania,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Austria,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Belgium,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Bosnia and Herzegovina,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Bulgaria,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Croatia,,1.0,,1.0,0.0,,2010.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Cyprus,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Czechia,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,France,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Germany,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Greece,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Hungary,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Italy,,1.0,,1.0,0.0,,2008.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Lithuania,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Malta,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Montenegro,,1.0,,1.0,0.0,,2010.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Netherlands,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Norway,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Portugal,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Romania,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Serbia,,1.0,,1.0,0.0,,2011.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Slovenia,,1.0,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Spain,,1.0,,1.0,0.0,,2006.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Switzerland,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Ukraine,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,United Kingdom,,1.0,,1.0,0.0,,2009.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Costa Rica,,1.0,,1.0,0.0,,2014.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Haiti,,1.0,,1.0,0.0,,2018.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Panama,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Argentina,,1.0,,1.0,0.0,,1964.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Bolivia,,1.0,,1.0,0.0,,1983.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Brazil,,1.0,,1.0,0.0,,1979.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Chile,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Colombia,,1.0,,1.0,0.0,,1989.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Ecuador,,1.0,,1.0,0.0,,1989.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Paraguay,,1.0,,1.0,0.0,,1994.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Uruguay,,1.0,,1.0,0.0,,1995.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea absoluta,Venezuela,,1.0,,1.0,0.0,,1964.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Thaumetopoea pityocampa,Algeria,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Thaumetopoea pityocampa,Morocco,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Ethiopia,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Kenya,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,South Africa,,1.0,,1.0,0.0,,1900.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,China,,1.0,,1.0,0.0,,1937.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Georgia,,,,1.0,0.0,,1938.0,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Israel,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Nepal,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,South Korea,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Albania,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Belgium,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Bulgaria,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Cyprus,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Greece,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
Phthorimaea operculella,Hungary,,,,1.0,0.0,,,2024,CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
