Species;Continent;Realm;ReferenceYear;Reference
Macaria liturata;Asia;Oriental;2010;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
Macarostola ida;Australia;Australian;2019;Hoare, R. et al. (2019). A new leaf-mining moth from New Zealand, Sabulopteryxbotanica sp. nov.(Lepidoptera, Gracillariidae, Gracillariinae), feeding on the rare endemic shrub Teucriumparvifolium (Lamiaceae), with a revised checklist of New Zealand Gracillariidae. ZooKeys. 865: 39
Macarostola ida;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Macristis geminipunctalis;North America;Panamanian;1992;Frank, J., McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28
Macristis geminipunctalis;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Daphnis nerii;Asia;Saharo-Arabian;2024;Pittaway, A. (2024). Sphingidae of the Western Palaearctic (including Europe, North Africa, the Middle East, western Siberia and western Central Asia).
Macroglossum pyrrhosticta;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Macrorrhinia endonephele;North America;Nearctic;2020;Hayden, J., Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25
Macrorrhinia endonephele;South America;Neotropical;2020;Hayden, J., Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25
Macrorrhinia endonephele;North America;Panamanian;2020;Hayden, J., Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25
Macrorrhinia endonephele;South America;Panamanian;2020;Hayden, J., Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25
Macrosaccus robiniella;North America;Nearctic;2011;Davis, D., de Prins, J. (2011). Systematics and biology of the new genus Macrosaccus with descriptions of two new species (Lepidoptera, Gracillariidae). ZooKeys. 98: 29-82
Manduca quinquemaculatus;North America;Nearctic;1997;Borkent, C., Greenway, L. (1997). Sphinx Moths (Family Sphingidae) In British Columbia: Biological Notes and Field Key, Based on Specimens in the Collection at the Royal British Columbia Museum. Royal British Columbia Museum, forest renewal BC Report
Manduca quinquemaculatus;South America;Neotropical;2013;Kawahara, A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386
Manduca quinquemaculatus;North America;Panamanian;2013;Kawahara, A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386
Manduca quinquemaculatus;South America;Panamanian;2013;Kawahara, A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386
Manduca quinquemaculatus;North America;Nearctic;2013;Kawahara, A. et al. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386
Martyringa xeraula;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Martyringa xeraula;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Martyringa xeraula;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Maruca vitrata;Asia;Oriental;2014;Agunbiade, T. et al. (2014). Genetic differentiation among Maruca vitrata F.(Lepidoptera: Crambidae) populations on cultivated cowpea and wild host plants: implications for insect resistance management and biological control strategies. PLoS One. 9(3): e92072
Maruca vitrata;Asia;Palearctic;2014;Agunbiade, T. et al. (2014). Genetic differentiation among Maruca vitrata F.(Lepidoptera: Crambidae) populations on cultivated cowpea and wild host plants: implications for insect resistance management and biological control strategies. PLoS One. 9(3): e92072
Maruca vitrata;Asia;Sino-Japanese;2014;Agunbiade, T. et al. (2014). Genetic differentiation among Maruca vitrata F.(Lepidoptera: Crambidae) populations on cultivated cowpea and wild host plants: implications for insect resistance management and biological control strategies. PLoS One. 9(3): e92072
Maruca vitrata;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Maruca vitrata;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Megalographa biloba;North America;Nearctic;2009;Lafontaine, J., Sullivan, J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10
Megalographa biloba;South America;Neotropical;2009;Lafontaine, J., Sullivan, J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10
Megalographa biloba;North America;Panamanian;2009;Lafontaine, J., Sullivan, J. (2009). A review of the genus Megalographa Lafontaine and Poole (Lepidoptera: Noctuidae: Plusiinae) with the description of a new species from Costa Rica. Insecta Mundi. 0077: 1-10
Megalographa biloba;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Megalorhipida leucodactylus;Africa;Afrotropical;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;North America;Nearctic;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;South America;Neotropical;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;Asia;Oriental;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;North America;Panamanian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;Africa;Saharo-Arabian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;Asia;Saharo-Arabian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;Asia;Sino-Japanese;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
Megalorhipida leucodactylus;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Megalorhipida leucodactylus;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Megalorhipida leucodactylus;Africa;Afrotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Melipotis indomita;North America;Nearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Melitara dentata;North America;Nearctic;2009;Simonsen, T. et al. (2009). Melitara Walker (Pyralidae) in western Canada: The documentation of M. subumbrella (Dyar) in the Prairie Provinces demonstrates the value of regional collections and species lists. Journal of the Lepidopteris Society. 63: 31-36
Melitara dentata;North America;Nearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Melitara junctolineella;North America;Nearctic;1923;Hamlin, J. (1923). Seasonal adaptation of a northern hemisphere insect to the southern hemisphere. Journal of Economic Entomology. 16(5): 420-423
Melitara prodenialis;North America;Nearctic;2014;Paraiso, O. et al. (2014). Rearing a Native Cactus Moth, Melitara prodenialis (Lepidoptera: Pyralidae), on Artificial Diet and Opuntia Cladodes: Preliminary Comparisons. Florida Entomologist. 97(3): 1232-1236
Melitara prodenialis;North America;Nearctic;2009;Baker, A., Stiling, P. (2009). Comparing the effects of the exotic cactus-feeding moth, Cactoblastis cactorum (Berg) (Lepidoptera: Pyralidae) and the native cactus-feeding moth, Melitara prodenialis (Walker) (Lepidoptera: Pyralidae) on two species of Florida Opuntia. Biological Invasions. 11: 619-624
Melitara prodenialis;North America;Nearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Melittia oedipus;Africa;Afrotropical;1995;Eichlin, T. (1995). New Data and a Redescription for Melittia oedipus, na African Vine Borer (Lepidoptera: Sesiidae). Tropical Lepidoptera. 6(1): 47-51
Melittia oedipus;Africa;Afrotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Merophyas divulsana;Australia;Australian;1991;Whittle, C. et al. (1991). Sex pheromone of lucerne leafroller, Merophyas divulsana (Walker)(Lepidoptera: Tortricidae): evidence for two distinct populations. Journal of Chemical Ecology. 17: 1883-1895
Merophyas divulsana;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Mesapamea secalis;Europe;Palearctic;2020;Crabo, L., Holden, D. (2020). A Review of Established Accidentally-Introduced Noctuoidea in the Pacific Northwest Region of North America, with First Report of the Eurasian Cutworm Mesapamea secalis (L.)(Noctuidae, Noctuinae, Apameini) for North America. The Journal of the Lepidopterists Society. 74(2): 95-105
Mesapamea secalis;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Mesophleps adustipennis;North America;Nearctic;2022;Passoa, S. et al. (2022). Hosts, Morphological Notes, Distribution Records, and Systematics of Three Common Honduran Moths, Atteva aurea (Attevidae), Mesophleps adustipennis (Gelechiidae), and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society, 76(4), 268-278
Mesophleps adustipennis;South America;Neotropical;2022;Passoa, S. et al. (2022). Hosts, Morphological Notes, Distribution Records, and Systematics of Three Common Honduran Moths, Atteva aurea (Attevidae), Mesophleps adustipennis (Gelechiidae), and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society, 76(4), 268-278
Mesophleps adustipennis;North America;Panamanian;2022;Passoa, S. et al. (2022). Hosts, Morphological Notes, Distribution Records, and Systematics of Three Common Honduran Moths, Atteva aurea (Attevidae), Mesophleps adustipennis (Gelechiidae), and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society, 76(4), 268-278
Mesophleps adustipennis;South America;Panamanian;2022;Passoa, S. et al. (2022). Hosts, Morphological Notes, Distribution Records, and Systematics of Three Common Honduran Moths, Atteva aurea (Attevidae), Mesophleps adustipennis (Gelechiidae), and Hyblaea puera (Hyblaeidae). The Journal of the Lepidopterists' Society, 76(4), 268-278
Metzneria lappella;Asia;Palearctic;2010;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68
Metzneria lappella;Europe;Palearctic;2010;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68
Metzneria lappella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Metzneria lappella;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Macroglossum pyrrhosticta;Asia;Oriental;2024;Pittaway, A., Kitching, I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia, the Russian Far East, Mongolia, China, Taiwan, the Korean Peninsula and Japan).
Metzneria paucipunctella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Mimudea puralis;Asia;Sino-Japanese;2010;Solis, M. et al. (2010). First Report of Ecpyrrhorrhoe puralis (South)(Pyraloidea: Crambidae: Pyraustinae) in North America: A Naturalized Exotic Pyraustine from Asia Feeding on Paulownia (Siebold and Zucc). The Journal of the Lepidopterists Society. 64(1): 33-35
Mimudea puralis;Asia;Oriental;2010;Solis, M. et al. (2010). First Report of Ecpyrrhorrhoe puralis (South)(Pyraloidea: Crambidae: Pyraustinae) in North America: A Naturalized Exotic Pyraustine from Asia Feeding on Paulownia (Siebold and Zucc). The Journal of the Lepidopterists Society. 64(1): 33-35
Macroglossum pyrrhosticta;Asia;Palearctic;2024;Pittaway, A., Kitching, I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia, the Russian Far East, Mongolia, China, Taiwan, the Korean Peninsula and Japan).
Macroglossum pyrrhosticta;Asia;Sino-Japanese;2024;Pittaway, A., Kitching, I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia, the Russian Far East, Mongolia, China, Taiwan, the Korean Peninsula and Japan).
Psilogramma increta;Asia;Oriental;2024;Pittaway, A., Kitching, I. (2024). Sphingidae of the Eastern Palaearctic (including Siberia, the Russian Far East, Mongolia, China, Taiwan, the Korean Peninsula and Japan).
Mirificarma eburnella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Mirificarma eburnella;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Mocis conveniens;Africa;Afrotropical;2016;de Prins, W., Mazzei, P. (2016). Some faunistic notes on selected moth species (Lepidoptera) from the Seychelles. Phelsuma. 24: 21-34
